title,published_time,channel_id,video_id
The Truth about Ulta 😳,2023-05-28T06:08:09Z,UCxB7jMnHekMzHsOl9iZpXrA,WXO_Mqq8l3M
FIRST EVER animal in a dumpster #dumpsterdiving,2023-05-30T10:24:40Z,UCFgShUcdT5Kcc3qCNPEjZ5w,dNs9FsAonO0
DUMPSTER DIVING AT COACH + VICTORIA&#39;S SECRET (IT WAS LOADED)!!!,2021-10-03T02:13:04Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,4spgi-Aw93w
I found a Diamond necklace while dumpster diving! #dumpsterdiving #shorts,2022-12-27T18:45:48Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,LV8d9hCx4FE
POV: 11 year olds shopping at Sephora #pov #sephora #makeup #rage,2024-01-08T22:05:37Z,UCuM54mvoSpSAs9RB5C4FysQ,bItIWJLDBrw
Her FIRST time Shopping at SEPHORA!,2023-09-13T22:00:04Z,UCSK3d7u1Kz4NgsvNLbtDaZw,79blf3qc6ho
Trying Sephora Kids Makeup and Skincare,2024-02-21T18:00:18Z,UCS0kA-D1M87dDfkWRl_DLJA,jJ_gLxUHl4A
&quot;Burkenstops&quot; 💀 She makes life so fun 🤩 | #FunnyKids,2023-04-18T21:51:10Z,UC-cNqQJQTqgua06yNFyUCHQ,_KwmUbn5oB4
Found Another Dumpster FILLED WITH NAME BRAND ITEMS!,2023-05-14T23:32:25Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,e2GmPB4xfAw
My SISTERS DIDN’T LISTEN TO ME IN SEPHORA 🙄😳 #shorts,2023-12-31T20:00:01Z,UCMCMjTKUqJ1pUzmHnKrmiCA,8A525VcEQ4E
Dumpster Diving- Store Threw away Tons of Full Boxes! They&#39;re Brand New!,2020-10-19T00:00:01Z,UC7_oGXjgorWasM0HnmxRyEQ,E6nSgSDxQ-M
SHOP WITH ME AT SEPHORA | $50 BUDGET | Sephora Haul,2024-01-18T15:00:11Z,UCMSooEdloSMWLEPtEgLRpXQ,3YtgRCzYzSQ
sephora skincare haul 💌,2023-07-05T18:00:13Z,UCb7L1rxR36ELYDoljbjwGMA,ZnvkpxgANYw
LUXURY DUMPSTER DIVING! *INSANE FINDS* #shorts,2021-10-25T04:30:49Z,UCElBquWGtTQ0Uw73v0GbfTA,DozbRWE1Qns
souch stuff 😫 #dumpsterdiving  #dumpsterdiver,2023-06-15T01:01:30Z,UCFgShUcdT5Kcc3qCNPEjZ5w,HngL3DLQFqE
SEPHORA SHOPPING SPREE 🛒,2023-05-25T19:25:12Z,UCVKOBq9zfHIT9j7ZqPASKBQ,vo7DU5JHNcw
#fypシ #bubble #skincare,2023-08-29T22:05:47Z,UCHiBK8RiQqqNKpvbtJeJC1A,C3XZ-nVPSEQ
I Went Dumpster Diving At The Mall And Found DESIGNER &amp; NAME BRAND Items,2023-01-23T01:34:53Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,yIZVMkQNhIQ
"Dumpster Treasure! Woman Finds Dyson, Perfumes &amp; More Near Sephora #viralvideo #shorts #funny",2023-12-15T23:30:59Z,UCY3emoj9glMvhRovV93_3qw,jx6bbIKGTYw
Dumpster Diving TikTok Compilation ✨ #1 | Vlogs from TikTok,2021-02-20T15:00:22Z,UCgmBVVakTSHGX-3XPWhkiAw,X7pQ1SxW3Sw
Major haul guys #haul #lululemon #sephora #ulta #stanleycup,2023-12-24T00:21:42Z,UCVpVrYIKX3v2OQEVHjg1uvQ,bhaOb3KB3t4
i BOUGHT My SiSTER&#39;S THEiR ENTiRE DREAM DRUNK ELEPHANT COLLECTION! *i&#39;M BROKE*,2023-10-28T13:23:06Z,UCMCMjTKUqJ1pUzmHnKrmiCA,0t8mOkaG9xs
**DUMPSTER DIVING - UNREAL! THIS DUMPSTER WAS PACKED!!,2021-07-28T01:30:18Z,UCRhMrkNyXHub89ngqI0ZqXA,ySV_Xfe-d3I
i BOUGHT My SUBSCRiBERS DREAM SEPHORA ORDERS!,2024-01-06T14:22:09Z,UCMCMjTKUqJ1pUzmHnKrmiCA,9E6mJFlZikg
HUGE ULTA SCORE WHILE DUMPSTER DIVING!!! + Are Ulta returns worth it?,2020-07-05T17:07:21Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,jbLULJeqbzY
SHOP WITH ME AT SEPHORA | NO BUDGET | Sephora Haul,2024-01-02T15:00:08Z,UCMSooEdloSMWLEPtEgLRpXQ,U2Zy3oOOeDg
Diving @ ULTA!!! Found Bags Of Undamaged Makeup!!MASSIVE SCORE!! Filled Up 4 Boxes!!,2020-09-01T21:32:42Z,UCzySZxgvVNPRiM-dqiKIw-Q,MdZhPcl3s70
SEPHORA SHOPPING WITHOUT MY LITTLE SISTER 🛒,2023-12-11T16:53:48Z,UCVKOBq9zfHIT9j7ZqPASKBQ,RDAW8nx0yJY
SEPHORA HAUL!! #shorts,2022-03-23T17:00:38Z,UCz34TyJ6eOgDOaf5d5vuN7A,yPM9aLgB3tk
SEPHORA HAUL,2023-10-21T15:00:42Z,UCb7L1rxR36ELYDoljbjwGMA,txl0Io4Vpzc
DUMPSTER DIVING AT APPLE STORE (THEY DIDN&#39;T WANT ME TO FIND THIS!),2022-12-15T03:11:07Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,P_G5VWXO8vM
I Went Dumpster Diving At LUXURY &amp; HIGH END Stores And FILLED My Car,2023-04-05T21:57:55Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,5Dd-kz96Rc8
i BOUGHT My SiSTER&#39;S THEiR ENTiRE DREAM SEPHORA ORDERS! *i&#39;M BROKE*,2023-09-23T14:21:09Z,UCMCMjTKUqJ1pUzmHnKrmiCA,DNdpcgG-LLU
Free Cosmetics in dumpster! #dumpsterdiver #dumpsterdiving #dumpsterdive #dumpsterdivers #makeup,2022-08-02T19:25:52Z,UCg5yzpAQ7-K5RZdMOfMh9Kw,FOTEU8nlWno
I Built a SECRET MAKEUP ROOM to HiDE From MY OLDER SiSTER!💄💋,2023-12-17T14:47:08Z,UCoN7jbN54AaJXj7TcFZikCw,ryedBSURijk
Peep me as the head mean girl in the new Sephora ad 😱💋 #hair #makeup #ad,2023-07-11T01:56:00Z,UCCDotW9D0t8a2b-wpJtuvHg,_w5ldbwS-38
WE FOUND THE JAMES CHARLES PALETTE WHILE ULTA DUMPSTER DIVING?! SISTER SHOOK!,2019-03-03T20:22:50Z,UCge7hfW68xVYCK56yNDY_xg,geXdZIMRkno
Minis vs full sizes #preppy #skincare #trend #sephora #mini #fullsize,2024-01-29T02:32:03Z,UCcYeR-GEUJyJL9Y0Go3jmuA,y3JEotlLG10
Sephora Days 9 thru 12,2022-11-29T00:06:01Z,UCJXjbyTCwB7RXLYU31bab8Q,E7qxezKx1K0
BEST BUY’S MANAGER FORGOT TO LOCK THEIR DUMPSTER!!,2023-04-22T21:00:27Z,UCGhOKSMVZqkvNm39eokDikg,kUUA55RpMBE
How to get free makeup from Sephora,2023-02-16T23:03:43Z,UCtaVEzJD90lyxwumMzwOQzQ,u6Lmg4f5G8Y
"I FOUND APPLE, COACH, VICTORIA&#39;S SECRET &amp; NAME BRAND ITEMS  WHILE DUMPSTER DIVING!!!",2021-12-28T21:21:33Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,qe9sIC0at1E
Sephora haul #preppy #fyp,2023-10-28T16:13:26Z,UCPSXYCAQxk4nJ85zBktH6Sg,Cv2XKgsDkso
Got caught dumpster diving,2022-10-05T20:17:20Z,UC8ReoLFcz5X0C3as0J0Eouw,aQmqfP9GieU
SHOP WITH ME AT SEPHORA | sephora haul,2023-04-18T18:32:00Z,UCTcKc-RiJ9q4LL6LUfpVvxQ,XpgYWOImoiU
DUMPSTER DIVING- SHUT UP!,2019-02-14T01:00:05Z,UC7_oGXjgorWasM0HnmxRyEQ,QeFQ74vC_hE
"i GAVE My 13 year old SiSTER 100 Seconds to SPEND $100,000!!",2022-10-30T13:34:00Z,UCMCMjTKUqJ1pUzmHnKrmiCA,WehUbyAVZGI
let&#39;s go feminine hygiene shopping at Sephora!,2023-06-14T15:00:13Z,UC_dvd8Bg91tblB2fE-8_x3g,Ls4rUiPgQTU
Beer in a dumpster,2023-05-22T21:32:12Z,UCbnFcTjzC2vKKsZH8sdxCrA,rGaJxGeS4ag
The Dumpster Police -  Why I was in Love with a Duck. Sephora!,2024-02-29T17:47:56Z,UCMqEuHPN2MW9IJwLzatAfDA,AGEPe34zzIo
Dumpster diving Day 1 of 3 😁 Employees tossed out the whole store !!,2023-12-28T18:01:50Z,UCbnFcTjzC2vKKsZH8sdxCrA,EJIMxXfitII
DUMPSTER DIVING AT SEPHORA,2022-04-09T03:07:57Z,UC8Cb2XWI7efdcolTw69Tcfg,ZaWELXZ8XTI
Brooke “Haul” at Sephora 😍 Part 1 #makeup #beauty #shorts,2023-07-04T19:50:52Z,UCJl0idSupgyRNT9uKfS9bxA,IOXl4QWd3uc
i SWAPPED makeup bags with my 10yr old SiSTER! *sephora kid!*,2024-03-03T14:22:06Z,UCMCMjTKUqJ1pUzmHnKrmiCA,9o_51YL0Omg
spending all my money at ulta because ✨PRIORITIES✨duh,2023-03-15T19:20:18Z,UCfzdwrvkTuoBqQDpQVC8gpg,QQzEt-jrUx0
MY Daughter Gets Her HAiR Done! 🎀 [MOM of 16 KiDS VLOG-MESS DAY-2],2023-12-16T14:44:08Z,UC-_KiH_Z2yerhAD_cAjAMOA,_PejfrkJMFA
i BOUGHT 100 BANNED TiKTOK SHOP Beauty Products!,2024-02-24T14:22:09Z,UCMCMjTKUqJ1pUzmHnKrmiCA,5L0pVahV09M
Dumpster Diving LAWS What Dumpsters can I Dive IN?,2020-03-16T18:36:48Z,UCnqXDIoq42DR3280YhJTUbQ,tnNvCYNuZCU
I Bought LOST iPhone Packages for CHEAP!,2022-03-05T20:31:54Z,UCLVihavmaUONy0SeOX_F7aw,66vCfn8-g1E
I BOUGHT My DAUGHTERs DREAM SEPHORA ORDERS! *no budget*  | Family Fizz,2024-02-04T16:00:32Z,UCeJICuSKNGMVQbAAzH6DcAw,_J_keI0c3Ak
&quot;Burkenstops&quot; 💀 She makes life so fun 🤩 | #FunnyKids,2023-04-18T21:51:10Z,UC-cNqQJQTqgua06yNFyUCHQ,_KwmUbn5oB4
People Who Got Lucky Dumpster Diving,2023-01-01T21:49:32Z,UCpB959t8iPrxQWj7G6n0ctQ,-TcmN1ivCAQ
EVERYONE’S MAD THAT A 9 YEAR OLD GOT THIS 😳🫢 #shorts,2023-04-07T19:00:21Z,UCMCMjTKUqJ1pUzmHnKrmiCA,oJda1mFxwNg
DUMPSTER Fortune!!  *THOUSANDS Worth of ULTA/ SEPHORA HOURGLASS Cosmetics!!,2020-04-28T13:29:31Z,UCCgs8C_ERrWBw5tGgi8lEHA,OpGG3qGLBz4
spending all my money at ulta because ✨PRIORITIES✨duh,2023-03-15T19:20:18Z,UCfzdwrvkTuoBqQDpQVC8gpg,QQzEt-jrUx0
not sure if I reposted this or not already #sephora #retail #acting #comedy #skit,2023-10-06T14:53:02Z,UCw6NSoIWDs6iDZYqOTSQt0w,GqcpKIpYcKA
Dumpster diving Day 1 of 3 😁 Employees tossed out the whole store !!,2023-12-28T18:01:50Z,UCbnFcTjzC2vKKsZH8sdxCrA,EJIMxXfitII
MY Daughter Gets Her HAiR Done! 🎀 [MOM of 16 KiDS VLOG-MESS DAY-2],2023-12-16T14:44:08Z,UC-_KiH_Z2yerhAD_cAjAMOA,_PejfrkJMFA
Ulta + Sephora Haul #haul #sephora #ulta #skincare #pinkserum #makeup #eyeshadow #morphe #pacifica,2023-09-29T21:15:03Z,UCx0qpQhW3rbs8skjkSw5ETg,xU4nbuL5fNw
Come with me to SEPHORA SWITZERLAND #rarebeauty #sephorahaul #shorts,2023-08-03T07:40:06Z,UCy8cu78tAuVQKsb3hWEyheQ,QhTdDjqL0Kk
Come with us to go dumpster diving #ulta #bathandbodyworks #sephora,2023-06-19T14:25:50Z,UCOslkHg4L0ANHI1VlQcV1kg,OkbDGdr0sCQ
SHOP SEPHORA VIB SALE WITH ME: $500 Haul.. What I&#39;m ACTUALLY Buying (&amp; NOT),2021-04-08T17:30:00Z,UCK-4JyAcQYBasFAe367on7w,EFZ6TnbR720
Dumpster Diving LAWS What Dumpsters can I Dive IN?,2020-03-16T18:36:48Z,UCnqXDIoq42DR3280YhJTUbQ,tnNvCYNuZCU
I Bought LOST iPhone Packages for CHEAP!,2022-03-05T20:31:54Z,UCLVihavmaUONy0SeOX_F7aw,66vCfn8-g1E
"Ulta, Sephora, Sally&#39;s Beauty , Bestbuy Dumpster Dive Haul!!!",2016-10-29T07:09:13Z,UCNT46fmslfQfAtZL8vX4GvQ,qzv3DXSehwo
Sephora Best Location Boston,2023-08-03T14:07:46Z,UCvmdAhbHUzIpIpTadrq1LcA,1h-2TGseUgQ
I BOUGHT My DAUGHTERs DREAM SEPHORA ORDERS! *no budget*  | Family Fizz,2024-02-04T16:00:32Z,UCeJICuSKNGMVQbAAzH6DcAw,_J_keI0c3Ak
#lululemon &amp; #sephora haul 💕 obsessed with mint moment and sunny coral 😍 #lululemonhaul,2023-03-22T17:43:25Z,UCia2Gei6wwDl1pVmhkFMKFw,Q6fnsSjB7kc
EVERYONE’S MAD THAT A 9 YEAR OLD GOT THIS 😳🫢 #shorts,2023-04-07T19:00:21Z,UCMCMjTKUqJ1pUzmHnKrmiCA,oJda1mFxwNg
People Who Got Lucky Dumpster Diving,2023-01-01T21:49:32Z,UCpB959t8iPrxQWj7G6n0ctQ,-TcmN1ivCAQ
Shopping pt.1 #ulta #makeup #sephora #drunkelephant,2024-02-04T02:34:07Z,UCd1TXDMV6mYjum7RmD8bihw,C0gC0Vb_pC8
I Went Dumpster Diving at APPLE and This is What I Found....,2023-02-11T18:00:11Z,UCLVihavmaUONy0SeOX_F7aw,WBgP0jRJxZg
Mall Haul #shorts #lululemon #sephora #rare beauty,2023-04-14T03:14:48Z,UC1fAPQlz3libzazNV0FYEjg,UIJUZWrLzEs
TESTING NEW &amp; LOW-RATED SEPHORA MAKEUP...,2019-05-26T18:07:14Z,UCK-4JyAcQYBasFAe367on7w,mplNI25HXjU
Sephora haul | ASMR | TikTok compilation,2023-07-07T01:02:19Z,UCd3QHWoCIxkfUgKr7TTiRtw,B_fWwUPP-10
BEST new makeup at sephora 👀 #shorts #viral #ad,2023-03-26T16:00:02Z,UCGe1GtNNkvM6c6FR5Mcsvfg,0zmhNiQUNVg
Wait until you see what they threw away! 😳 #dumpsterdiving #dumpster,2023-05-05T16:00:34Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,0-gnCbSkpTc
I GAVE MY SISTER $200 💸,2023-05-26T15:21:10Z,UCVKOBq9zfHIT9j7ZqPASKBQ,ilOqSjLT-s0
Macy&#39;s and Sephora unboxing #unboxing #macys #sephora #makeup #youtubeshorts #unboxingvideo,2023-05-18T00:08:57Z,UCDZzE7oevVmdBSl3aRatGZw,6pL2VTk84oY
Sephora and bath and body works haul!#preppy  #subscribe #aesthetic #skincare #haul #fragrance#short,2023-06-24T19:24:04Z,UCPiv1UrTg_pUOEIUPl2McGw,p1F4tlTmqlc
Went to Sephora and saw drunk elephant ￼￼,2023-04-08T19:30:34Z,UC5eRyLsFzHyhffpy7V3N7hg,o2IOxQx1czU
EVERYTHING I FOUND DUMPSTER DIVING FOR ONE WEEK STRAIGHT!! DUMPSTER DIVING AT RETAIL STORES,2020-06-08T00:54:50Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,veQ8eiXa844
*ೃ༄ not forcing!  .ೃ࿐ 『ib: skysstyle! 』 ≫ butterflyhad ≪ #fanpage #shorts #fyp #fp,2024-02-20T20:29:12Z,UCWYdiu68IvmPQfY_1GyPSJw,pijhCuShqUc
Dumpster Diving Laws - EASIEST Way to Find Out if Diving Is Legal?,2021-03-12T21:37:36Z,UCnqXDIoq42DR3280YhJTUbQ,SXb2Wu5FJlo
Look at what I found dumpster diving at Lululemon.. #dumpster #dumpsterdiving,2023-02-22T19:17:26Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,xhTmM4m8K3U
Skincare smoothie at Sephora || first vid back #fypシ #preppyaesthetic,2023-07-19T21:07:33Z,UCBzMcXCmqDhVgjCrDi78ftw,Aetr42UTXZo
1 HOUR Of Sephora Haul TikToks - New Haul TikTok Compilation #68,2023-12-21T20:00:02Z,UCaoRFFFjHzdZRbaKMe-vm8g,2PufU0S6RTo
Wait until you see what I found in this dumpster #dumpster #dumpsterdiving,2023-06-09T15:18:33Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,zu_JP_J-ZTQ
"GO FUND ME, DD, SEPHORA &amp; BH COSMETICS HAUL!",2015-12-22T17:45:03Z,UCkenikejQRtO8uiJkaOdMDQ,KoKaxQo8lSQ
"I Spent $10,000 on an LUXURY ABANDONED STORAGE UNIT",2023-01-01T15:30:04Z,UCAM2fyCjEdROyELretVTiiw,_3Wah0P7uBM
|| Sephora wishlist ||,2023-06-16T23:44:23Z,UCr9WMOreXo87KVTvDlZ9ksg,O6myG0KwzKQ
The Ordinary SkinCare unboxing💜#idonotowncopyrightstomusic #cuffit #skincare #theordinary #sephora,2022-10-30T16:15:27Z,UCvpOEHd2pVYf_uIFtd5liCw,0gfZ2dIzi8s
I found Gucci while dumpster diving! #dumpsterdiving #gucci #ulta,2023-02-14T02:48:55Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,NjDi4LYRx6Q
I Bought LOST MAIL Packages for CHEAP!,2023-04-22T17:00:22Z,UCLVihavmaUONy0SeOX_F7aw,qG2qCuRusRs
Dumpster diving at Ulta. #dumpsterdiving #viral,2022-12-03T16:55:08Z,UCrKJHjQZxlLwV_QbfX2Xe_Q,nJCLptlBK-E
SEPHORA AND ULTA HAUL! SPRING 2017,2017-02-09T00:00:02Z,UCydYMBWbpGgt0RIfNVXGxCA,o33LbisLQCw
TESTING NEW &amp; LOW-RATED SEPHORA MAKEUP... this ISN&#39;T bad???,2019-07-11T18:42:23Z,UCK-4JyAcQYBasFAe367on7w,mXcB9e_fANA
i BOUGHT My SiSTER&#39;S THEiR ENTiRE DREAM DRUNK ELEPHANT COLLECTION! *i&#39;M BROKE*,2023-10-28T13:23:06Z,UCMCMjTKUqJ1pUzmHnKrmiCA,0t8mOkaG9xs
Sephora Collection Aloe Vera Face Mask Review | Tracey Violet,2019-06-15T00:00:07Z,UCDvhEXHQi5h5HiXtH1PqfCQ,rd_V0pVZakY
SiNGiNG OUR ORDERS AT THE DRIVE THRU! *SO embarrassing!!*,2023-11-19T14:22:08Z,UCMCMjTKUqJ1pUzmHnKrmiCA,x3usZQgKy2I
lulu + sephora haul 🍋🤍🌺 (repost),2023-06-20T17:00:33Z,UCvjS6iTjQqcY0IRV6eeCiBA,kFNmrB28avI
Makeup destruction #youtubeshorts #makeup #makeuptutorial #makeuplook #sephora #destruction #asmr,2023-10-12T01:24:19Z,UCqIwBa9AmQp9WxqZHn6c-SQ,e6t4XIUs9K0
I guess Sephora really does have better vibes. #shorts,2022-09-28T19:58:25Z,UCxxl46fnmDxkZwLKjYi4MSw,vfQTfeUixrs
"Huge Collective Haul| Walgreens, Sephora, Urban Decay, Walmart, Shopmissa",2016-02-20T21:18:55Z,UCwZ04TFYaV6LvBa7eb_dJLw,_WLibv4L1hA
*ೃ༄ not forcing!  .ೃ࿐ 『ib: skysstyle! 』 ≫ butterflyhad ≪ #fanpage #shorts #fyp #fp,2024-02-20T20:29:12Z,UCWYdiu68IvmPQfY_1GyPSJw,pijhCuShqUc
WHY ARE 10 YEAR OLDS TAKING OVER SEPHORA?,2024-01-19T17:00:08Z,UC-XpWwkKCLxaVNoIXpIegmQ,MfGtaS8Ku1I
Dumpster Diving Laws - EASIEST Way to Find Out if Diving Is Legal?,2021-03-12T21:37:36Z,UCnqXDIoq42DR3280YhJTUbQ,SXb2Wu5FJlo
Skincare smoothie at Sephora || first vid back #fypシ #preppyaesthetic,2023-07-19T21:07:33Z,UCBzMcXCmqDhVgjCrDi78ftw,Aetr42UTXZo
I Bought 100 LOST iPhone Packages,2022-05-07T17:00:02Z,UCLVihavmaUONy0SeOX_F7aw,5CH4d-_jCYQ
"GO FUND ME, DD, SEPHORA &amp; BH COSMETICS HAUL!",2015-12-22T17:45:03Z,UCkenikejQRtO8uiJkaOdMDQ,KoKaxQo8lSQ
SURPRiSiNG MY SiSTER WiTH 10 GiFTS FOR HER 10TH BiRTHDAY!!,2023-05-20T14:32:10Z,UCMCMjTKUqJ1pUzmHnKrmiCA,ripFlBmx7kI
She didn&#39;t have enough money! Grace Spends Allowance at Ulta!,2023-01-07T15:50:31Z,UC2oR2eUmfus7W2hFWJaw77w,9pe2uVOnjnY
I Bought UNOPENED Apple Packages From Amazon Returns!,2023-01-28T19:02:17Z,UCLVihavmaUONy0SeOX_F7aw,1qrIaQyhcv0
Why I&#39;m Living in a Dumpster... Surviving 24 Hours in My New House | Spy Ninjas,2021-11-20T16:09:18Z,UCmFzvquJYoSDFhd9W0JhZKw,tpXzoN_QZ_c
|| Sephora wishlist ||,2023-06-16T23:44:23Z,UCr9WMOreXo87KVTvDlZ9ksg,O6myG0KwzKQ
The Ordinary SkinCare unboxing💜#idonotowncopyrightstomusic #cuffit #skincare #theordinary #sephora,2022-10-30T16:15:27Z,UCvpOEHd2pVYf_uIFtd5liCw,0gfZ2dIzi8s
